TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
048b2ef9b88e2c0863b40e8bbf45edbd,3362c8a12348a3b0,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661264468760290345,1661264468976226903,215936
048b2ef9b88e2c0863b40e8bbf45edbd,c58d51de91c856ae,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468760407022,1661264468764151985,3744
048b2ef9b88e2c0863b40e8bbf45edbd,4a3ce55909309581,c58d51de91c856ae,productcatalogservice-668d5f85fb-jhwx9,hipstershop.ProductCatalogService/GetProduct,1661264468761181529,1661264468763399610,2218
048b2ef9b88e2c0863b40e8bbf45edbd,1df86a9054f85ce7,4a3ce55909309581,productcatalogservice-668d5f85fb-jhwx9,sql.conn.query,1661264468762861934,1661264468763264344,402
048b2ef9b88e2c0863b40e8bbf45edbd,247bddbd1d8fc77e,4a3ce55909309581,productcatalogservice-668d5f85fb-jhwx9,sql.rows,1661264468763262280,1661264468763288648,26
048b2ef9b88e2c0863b40e8bbf45edbd,73db5e47de002fd9,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/GetSupportedCurrencies,1661264468764162085,1661264468797246060,33083
048b2ef9b88e2c0863b40e8bbf45edbd,0990d1e72a8c4b7a,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.CartService/GetCart,1661264468797264273,1661264468803365277,6101
048b2ef9b88e2c0863b40e8bbf45edbd,6f87aa9030148cbf,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661264468803380496,1661264468884494765,81114
048b2ef9b88e2c0863b40e8bbf45edbd,c3e8a790291786ad,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.RecommendationService/ListRecommendations,1661264468884518123,1661264468893894532,9376
048b2ef9b88e2c0863b40e8bbf45edbd,0e6c0767afc61ee4,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468893911235,1661264468899654744,5743
048b2ef9b88e2c0863b40e8bbf45edbd,efd07556f209aafd,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468899663512,1661264468905353711,5690
048b2ef9b88e2c0863b40e8bbf45edbd,c289ccbef9cafd53,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468905366434,1661264468910613126,5246
048b2ef9b88e2c0863b40e8bbf45edbd,2a3f0f6cae4bc8b9,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468910626087,1661264468942620118,31994
048b2ef9b88e2c0863b40e8bbf45edbd,b11a2ca096b64af8,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661264468942639644,1661264468948999912,6360
048b2ef9b88e2c0863b40e8bbf45edbd,83f3e0e3ea78d4a8,3362c8a12348a3b0,frontend-579b9bff58-t2dbm,hipstershop.AdService/GetAds,1661264468949088916,1661264468975841578,26752
048b2ef9b88e2c0863b40e8bbf45edbd,70a3d9f6cd947ba8,73db5e47de002fd9,currencyservice-cf787dd48-vpjrd,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1661264468793024000,1661264468793211392,187
