Timestamp,TimeUnixNano,Node,PodName,Container,TraceID,SpanID,Log
2022-08-23T13:28:25.305084Z,1661261305305084000,33.33.33.155,recommendationservice-6cfdd55578-gfj6q,server,031c6e3d812b9e7dd355d17f988110e8,3d6c60ecf6b0c054,"{""log"":""{\""timestamp\"": \""2022-08-23T13:28:25.305084Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 3d6c60ecf6b0c054 List Recommendations product_ids=['0PUK6V6EV0', 'OLJCESPC7Z', 'L9ECAV7KIM', '6E92ZMYYFZ', 'LS4PSXUNUM']\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.305237299Z""}"
2022-08-23T13:28:25.296545Z,1661261305296545000,33.33.33.155,recommendationservice-6cfdd55578-gfj6q,server,031c6e3d812b9e7dd355d17f988110e8,3d6c60ecf6b0c054,"{""log"":""{\""timestamp\"": \""2022-08-23T13:28:25.296545Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 3d6c60ecf6b0c054 Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.296701379Z""}"
2022-08-23T13:28:25.442060376Z,1661261305442060376,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,22bbd503d9cc958d,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 22bbd503d9cc958d Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.442060376Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.442146553Z""}"
2022-08-23T13:28:25.429135444Z,1661261305429135444,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,22bbd503d9cc958d,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 22bbd503d9cc958d Query product with name and description LS4PSXUNUM\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.429135444Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.429217955Z""}"
2022-08-23T13:28:25.407804275Z,1661261305407804275,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,f9c33608c651d64e,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: f9c33608c651d64e Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.407804275Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.40795658Z""}"
2022-08-23T13:28:25.40453191Z,1661261305404531910,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,f9c33608c651d64e,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: f9c33608c651d64e Query product with name and description 6E92ZMYYFZ\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.40453191Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.404844657Z""}"
2022-08-23T13:28:25.380509319Z,1661261305380509319,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,f376197b8f4a9e5d,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: f376197b8f4a9e5d Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.380509319Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.380638958Z""}"
2022-08-23T13:28:25.377938715Z,1661261305377938715,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,f376197b8f4a9e5d,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: f376197b8f4a9e5d Query product with name and description L9ECAV7KIM\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.377938715Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.378043891Z""}"
2022-08-23T13:28:25.35370673Z,1661261305353706730,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,97fd85941651934f,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 97fd85941651934f Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.35370673Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.353816124Z""}"
2022-08-23T13:28:25.351362859Z,1661261305351362859,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,031c6e3d812b9e7dd355d17f988110e8,97fd85941651934f,"{""log"":""{\""message\"":\""TraceID: 031c6e3d812b9e7dd355d17f988110e8 SpanID: 97fd85941651934f Query product with name and description OLJCESPC7Z\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T13:28:25.351362859Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T13:28:25.351519016Z""}"
