Timestamp,TimeUnixNano,Node,PodName,Container,TraceID,SpanID,Log
2022-08-23T14:14:07.202244Z,1661264047202244000,33.33.33.155,recommendationservice-6cfdd55578-gfj6q,server,00f941ec74dbb89a44841ae69d038898,5b6aabd055d8b8ea,"{""log"":""{\""timestamp\"": \""2022-08-23T14:14:07.202244Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 5b6aabd055d8b8ea List Recommendations product_ids=['OLJCESPC7Z', '6E92ZMYYFZ', 'L9ECAV7KIM', '9SIQT8TOJO', 'LS4PSXUNUM']\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.202393352Z""}"
2022-08-23T14:14:07.197427Z,1661264047197427000,33.33.33.155,recommendationservice-6cfdd55578-gfj6q,server,00f941ec74dbb89a44841ae69d038898,5b6aabd055d8b8ea,"{""log"":""{\""timestamp\"": \""2022-08-23T14:14:07.197427Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 5b6aabd055d8b8ea Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.197606679Z""}"
2022-08-23T14:14:07.222939654Z,1661264047222939654,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,d271cae69bb16d3e,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: d271cae69bb16d3e Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.222939654Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.223022503Z""}"
2022-08-23T14:14:07.220885932Z,1661264047220885932,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,d271cae69bb16d3e,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: d271cae69bb16d3e Query product with name and description LS4PSXUNUM\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.220885932Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.220960836Z""}"
2022-08-23T14:14:07.21914744Z,1661264047219147440,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,2a55a1adfd641d7e,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 2a55a1adfd641d7e Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.21914744Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.219260659Z""}"
2022-08-23T14:14:07.216616838Z,1661264047216616838,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,2a55a1adfd641d7e,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 2a55a1adfd641d7e Query product with name and description 9SIQT8TOJO\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.216616838Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.216700538Z""}"
2022-08-23T14:14:07.214212852Z,1661264047214212852,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,69fd1d7fc5f61d9d,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 69fd1d7fc5f61d9d Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.214212852Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.214300345Z""}"
2022-08-23T14:14:07.212237853Z,1661264047212237853,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,69fd1d7fc5f61d9d,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 69fd1d7fc5f61d9d Query product with name and description L9ECAV7KIM\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.212237853Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.212311307Z""}"
2022-08-23T14:14:07.210808751Z,1661264047210808751,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,b2cab40c0f146f93,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: b2cab40c0f146f93 Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.210808751Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.210900404Z""}"
2022-08-23T14:14:07.208666868Z,1661264047208666868,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,b2cab40c0f146f93,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: b2cab40c0f146f93 Query product with name and description 6E92ZMYYFZ\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.208666868Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.208742988Z""}"
2022-08-23T14:14:07.206811456Z,1661264047206811456,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,6033cc5554537830,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 6033cc5554537830 Query product successfully\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.206811456Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.20693046Z""}"
2022-08-23T14:14:07.204748521Z,1661264047204748521,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,6033cc5554537830,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 6033cc5554537830 Query product with name and description OLJCESPC7Z\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.204748521Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.204848403Z""}"
2022-08-23T14:14:07.201235728Z,1661264047201235728,33.33.33.155,productcatalogservice-668d5f85fb-jhwx9,server,00f941ec74dbb89a44841ae69d038898,8d1b78f244ca346d,"{""log"":""{\""message\"":\""TraceID: 00f941ec74dbb89a44841ae69d038898 SpanID: 8d1b78f244ca346d List products end\"",\""severity\"":\""info\"",\""timestamp\"":\""2022-08-23T14:14:07.201235728Z\""}\n"",""stream"":""stdout"",""time"":""2022-08-23T14:14:07.201316266Z""}"
