TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
0079c5464a74af7192e51b6cc3e0da83,962756853fec2a3a,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661144516011313499,1661144516254278874,242965
0079c5464a74af7192e51b6cc3e0da83,bd646e04f2df52b3,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516011471525,1661144516017517856,6046
0079c5464a74af7192e51b6cc3e0da83,5f451e60078d3a65,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/GetSupportedCurrencies,1661144516017540353,1661144516097058073,79517
0079c5464a74af7192e51b6cc3e0da83,efa0003584cbe124,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.CartService/GetCart,1661144516097093077,1661144516103599503,6506
0079c5464a74af7192e51b6cc3e0da83,103c0c639c9c293e,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661144516103616398,1661144516201548588,97932
0079c5464a74af7192e51b6cc3e0da83,838f565f92459e6e,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.RecommendationService/ListRecommendations,1661144516201589849,1661144516210816898,9227
0079c5464a74af7192e51b6cc3e0da83,8130a72722ff590b,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516210834732,1661144516214680081,3845
0079c5464a74af7192e51b6cc3e0da83,e93b635c723230ca,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516214718459,1661144516218919267,4200
0079c5464a74af7192e51b6cc3e0da83,7ff8c9ee6d37444d,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516218938994,1661144516223620913,4681
0079c5464a74af7192e51b6cc3e0da83,db762d391cb56803,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516223639323,1661144516228122389,4483
0079c5464a74af7192e51b6cc3e0da83,1d9bc315759b36ac,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/GetProduct,1661144516228144712,1661144516239793936,11649
0079c5464a74af7192e51b6cc3e0da83,873b70dd14c690c6,962756853fec2a3a,frontend-579b9bff58-t2dbm,hipstershop.AdService/GetAds,1661144516239875850,1661144516253891570,14015
0079c5464a74af7192e51b6cc3e0da83,9c5a659a604682ef,bd646e04f2df52b3,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516014208859,1661144516016883079,2674
0079c5464a74af7192e51b6cc3e0da83,66f0fb297b8fe114,b3c7780f54ef6f52,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/ListProducts,1661144516205621747,1661144516209134604,3512
0079c5464a74af7192e51b6cc3e0da83,2f334ccf244a56ac,8130a72722ff590b,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516211897859,1661144516214249242,2351
0079c5464a74af7192e51b6cc3e0da83,a42fd2cdbe82f107,e93b635c723230ca,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516215662175,1661144516218356279,2694
0079c5464a74af7192e51b6cc3e0da83,bebf2450896df6a8,7ff8c9ee6d37444d,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516220169106,1661144516223172125,3003
0079c5464a74af7192e51b6cc3e0da83,d5299897666e302f,db762d391cb56803,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516224688144,1661144516227686357,2998
0079c5464a74af7192e51b6cc3e0da83,e51fe902fc40c800,1d9bc315759b36ac,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144516229195193,1661144516239264667,10069
0079c5464a74af7192e51b6cc3e0da83,9d9aed3e95c52c5e,9c5a659a604682ef,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516016248328,1661144516016770905,522
0079c5464a74af7192e51b6cc3e0da83,3f1cb80af5e1266f,9c5a659a604682ef,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516016767534,1661144516016793296,25
0079c5464a74af7192e51b6cc3e0da83,63adac1a53fc8829,57be44a8f8e1b331,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516208234418,1661144516208799059,564
0079c5464a74af7192e51b6cc3e0da83,5b79d70c58b39c9a,57be44a8f8e1b331,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516208795758,1661144516209041672,245
0079c5464a74af7192e51b6cc3e0da83,36cec43b847c8cbc,2f334ccf244a56ac,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516213640876,1661144516214142032,501
0079c5464a74af7192e51b6cc3e0da83,f4fafcc26583672e,2f334ccf244a56ac,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516214140002,1661144516214163557,23
0079c5464a74af7192e51b6cc3e0da83,3037b7d93f222983,a42fd2cdbe82f107,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516217742658,1661144516218244813,502
0079c5464a74af7192e51b6cc3e0da83,6535c5ed32f9b7e4,a42fd2cdbe82f107,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516218242575,1661144516218259642,17
0079c5464a74af7192e51b6cc3e0da83,c8efd5e3107d09ec,bebf2450896df6a8,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516222475255,1661144516223074850,599
0079c5464a74af7192e51b6cc3e0da83,524372033e8a2bbe,bebf2450896df6a8,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516223072514,1661144516223088910,16
0079c5464a74af7192e51b6cc3e0da83,fcb2fc5d1326c1db,d5299897666e302f,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516227090277,1661144516227585101,494
0079c5464a74af7192e51b6cc3e0da83,f15f27addeca8f0e,d5299897666e302f,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516227582959,1661144516227606085,23
0079c5464a74af7192e51b6cc3e0da83,eab69a6f326c3f3e,e51fe902fc40c800,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144516238571728,1661144516239153020,581
0079c5464a74af7192e51b6cc3e0da83,f53a01f09602cd20,e51fe902fc40c800,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144516239150480,1661144516239178704,28
0079c5464a74af7192e51b6cc3e0da83,b3502d8f2e0a09d3,5f451e60078d3a65,currencyservice-cf787dd48-vpjrd,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1661144516091630336,1661144516091894784,264
0079c5464a74af7192e51b6cc3e0da83,0342f93ccb8d55cd,b3502d8f2e0a09d3,currencyservice-cf787dd48-vpjrd,hipstershop.CurrencyService/GetCurrencyData,1661144516091755520,1661144516093605632,1850
0079c5464a74af7192e51b6cc3e0da83,82bd7fa3cea57c43,efa0003584cbe124,cartservice-579f59597d-wc2lz,hipstershop.CartService/GetCart,1661144516101299500,1661144516102706000,1406
0079c5464a74af7192e51b6cc3e0da83,24f5a9174087fcf7,103c0c639c9c293e,currencyservice-cf787dd48-vpjrd,grpc.hipstershop.CurrencyService/Convert,1661144516187080192,1661144516188294400,1214
0079c5464a74af7192e51b6cc3e0da83,ca7f795c34ebcf7c,24f5a9174087fcf7,currencyservice-cf787dd48-vpjrd,hipstershop.CurrencyService/GetCurrencyData,1661144516187214336,1661144516188691968,1477
0079c5464a74af7192e51b6cc3e0da83,d088f85c11feedeb,24f5a9174087fcf7,currencyservice-cf787dd48-vpjrd,hipstershop.CurrencyService/Carry,1661144516187341312,1661144516187393536,52
0079c5464a74af7192e51b6cc3e0da83,69d8b3513b497686,24f5a9174087fcf7,currencyservice-cf787dd48-vpjrd,hipstershop.CurrencyService/Carry,1661144516187835392,1661144516187931648,96
0079c5464a74af7192e51b6cc3e0da83,3abdd31e264fce9e,838f565f92459e6e,recommendationservice-6cfdd55578-gfj6q,/hipstershop.RecommendationService/ListRecommendations,1661144516204014442,1661144516210044713,6030
0079c5464a74af7192e51b6cc3e0da83,b3c7780f54ef6f52,3abdd31e264fce9e,recommendationservice-6cfdd55578-gfj6q,/hipstershop.ProductCatalogService/ListProducts,1661144516204370097,1661144516209819482,5449
0079c5464a74af7192e51b6cc3e0da83,c14d352c848f9c98,66f0fb297b8fe114,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/ParseCatalog,1661144516205661337,1661144516209109385,3448
0079c5464a74af7192e51b6cc3e0da83,57be44a8f8e1b331,c14d352c848f9c98,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/ReadCatalog,1661144516205674624,1661144516209090285,3415
0079c5464a74af7192e51b6cc3e0da83,f09cc5fe8d38e6e8,873b70dd14c690c6,adservice-5f6585d649-fnmft,hipstershop.AdService/GetAds,1661144516241000138,1661144516252866277,11866
0079c5464a74af7192e51b6cc3e0da83,cd50181a6fa2906d,f09cc5fe8d38e6e8,adservice-5f6585d649-fnmft,hipstershop.AdServiceImpl/getAds,1661144516241085571,1661144516252868263,11782
0079c5464a74af7192e51b6cc3e0da83,c33295ddd7ec163c,cd50181a6fa2906d,adservice-5f6585d649-fnmft,hipstershop.AdService/getAdsByCategory,1661144516241167767,1661144516247131061,5963
0079c5464a74af7192e51b6cc3e0da83,cc4895795f7b5e81,cd50181a6fa2906d,adservice-5f6585d649-fnmft,hipstershop.AdService/getAdsByCategory,1661144516247138844,1661144516252799686,5660
0079c5464a74af7192e51b6cc3e0da83,46e681a86066039d,c33295ddd7ec163c,adservice-5f6585d649-fnmft,SELECT addatabase.aditems,1661144516246436921,1661144516246998779,561
0079c5464a74af7192e51b6cc3e0da83,ae6742650a7a5505,cc4895795f7b5e81,adservice-5f6585d649-fnmft,SELECT addatabase.aditems,1661144516251812627,1661144516252680794,868
0ad7ff4612984082708b2d8dbee7ff37,38b7b2a26d151fd7,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661144504181338815,1661144504295086467,113747
0ad7ff4612984082708b2d8dbee7ff37,792c6067cd185a03,38b7b2a26d151fd7,frontend-579b9bff58-t2dbm,hipstershop.CheckoutService/PlaceOrder,1661144504181515303,1661144504294726081,113210
0ad7ff4612984082708b2d8dbee7ff37,a5ca9696323642d4,792c6067cd185a03,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PlaceOrder,1661144504184674727,1661144504293029091,108354
0ad7ff4612984082708b2d8dbee7ff37,c6c7e667c01b5a8d,97b3ce5b9a66d27f,checkoutservice-578fcf4766-9csqn,hipstershop.CartService/GetCart,1661144504184905611,1661144504194423561,9517
0ad7ff4612984082708b2d8dbee7ff37,9cbde5bd5194fa92,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.ProductCatalogService/GetProduct,1661144504194823892,1661144504213639311,18815
0ad7ff4612984082708b2d8dbee7ff37,338054bd310e424a,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.ProductCatalogService/GetProduct,1661144504223076210,1661144504234421626,11345
0ad7ff4612984082708b2d8dbee7ff37,6a74e5e8c5913501,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.ProductCatalogService/GetProduct,1661144504240859898,1661144504247159053,6299
0ad7ff4612984082708b2d8dbee7ff37,9e155a0ea4b1ddfe,f599bfc7f398b5aa,checkoutservice-578fcf4766-9csqn,hipstershop.ShippingService/GetQuote,1661144504255631209,1661144504287105027,31473
0ad7ff4612984082708b2d8dbee7ff37,a5d351ffffbe5881,a5ca9696323642d4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PrepareOrderItemsAndShippingQuoteFromCart,1661144504184802518,1661144504292874745,108072
0ad7ff4612984082708b2d8dbee7ff37,97b3ce5b9a66d27f,a5d351ffffbe5881,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/GetUserCart,1661144504184816518,1661144504194630159,9813
0ad7ff4612984082708b2d8dbee7ff37,7b4b5b031b5b10e4,a5d351ffffbe5881,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/PrepOrderItems,1661144504194639687,1661144504255444573,60804
0ad7ff4612984082708b2d8dbee7ff37,d4e5d07ca3cea5c1,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661144504213680471,1661144504223052106,9371
0ad7ff4612984082708b2d8dbee7ff37,19ac28006ec77a85,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661144504234436176,1661144504240683692,6247
0ad7ff4612984082708b2d8dbee7ff37,43750553ea399947,7b4b5b031b5b10e4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661144504247192115,1661144504255325605,8133
0ad7ff4612984082708b2d8dbee7ff37,f599bfc7f398b5aa,a5d351ffffbe5881,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/QuoteShipping,1661144504255451543,1661144504287157674,31706
0ad7ff4612984082708b2d8dbee7ff37,13eafdcc290ac526,a5d351ffffbe5881,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ConvertCurrency,1661144504287161673,1661144504292840243,5678
0ad7ff4612984082708b2d8dbee7ff37,6395ac2e188d97b9,a5ca9696323642d4,checkoutservice-578fcf4766-9csqn,hipstershop.CheckoutService/ChargeCard,1661144504292886059,1661144504293022389,136
0ad7ff4612984082708b2d8dbee7ff37,4dcf36d74eae6644,c6c7e667c01b5a8d,cartservice-579f59597d-wc2lz,hipstershop.CartService/GetCart,1661144504191917300,1661144504193248500,1331
0ad7ff4612984082708b2d8dbee7ff37,5d1e62ecb9ebc7b5,9cbde5bd5194fa92,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144504201571887,1661144504211412899,9841
0ad7ff4612984082708b2d8dbee7ff37,6bdb8eb8247bf37a,338054bd310e424a,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144504225884815,1661144504232428915,6544
0ad7ff4612984082708b2d8dbee7ff37,148a29b66fb3d799,6a74e5e8c5913501,productcatalogservice-668d5f85fb-wckp8,hipstershop.ProductCatalogService/GetProduct,1661144504242354859,1661144504245858310,3503
0ad7ff4612984082708b2d8dbee7ff37,d8adc9bfbc465c05,5d1e62ecb9ebc7b5,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144504209947958,1661144504211251957,1303
0ad7ff4612984082708b2d8dbee7ff37,2cb796501cbb6c05,5d1e62ecb9ebc7b5,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144504211246248,1661144504211287115,40
0ad7ff4612984082708b2d8dbee7ff37,863af1aefdacea37,6bdb8eb8247bf37a,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144504231540929,1661144504232318256,777
0ad7ff4612984082708b2d8dbee7ff37,208ff3197ab84362,6bdb8eb8247bf37a,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144504232315011,1661144504232343307,28
0ad7ff4612984082708b2d8dbee7ff37,cc689cb3b9e2cbdf,148a29b66fb3d799,productcatalogservice-668d5f85fb-wckp8,sql.conn.query,1661144504244969482,1661144504245743041,773
0ad7ff4612984082708b2d8dbee7ff37,4a760ce0e26c0568,148a29b66fb3d799,productcatalogservice-668d5f85fb-wckp8,sql.rows,1661144504245740617,1661144504245765014,24
0ad7ff4612984082708b2d8dbee7ff37,fbb77e0eac7d7cfd,9e155a0ea4b1ddfe,shippingservice-7b598fc7d-lmggd,hipstershop.ShippingService/GetQuote,1661144504285319335,1661144504285522928,203
0ad7ff4612984082708b2d8dbee7ff37,d2c6728d8dea5d30,fbb77e0eac7d7cfd,shippingservice-7b598fc7d-lmggd,hipstershop.ShippingService/CreateQuoteFromCount,1661144504285393830,1661144504285473638,79
0ad7ff4612984082708b2d8dbee7ff37,156c7640b764ef56,d2c6728d8dea5d30,shippingservice-7b598fc7d-lmggd,hipstershop.ShippingService/QuoteByCountFloat,1661144504285408971,1661144504285430101,21
0ad7ff4612984082708b2d8dbee7ff37,9cae65f5a20fb368,d2c6728d8dea5d30,shippingservice-7b598fc7d-lmggd,hipstershop.ShippingService/CreateQuoteFromFloat,1661144504285440410,1661144504285463636,23
06c1def0e0462b1b3d67949f2e2a8d80,0bd9a76dc0811f23,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661144536499628361,1661144536912656304,413027
06c1def0e0462b1b3d67949f2e2a8d80,67dc5a7d9b74c135,0bd9a76dc0811f23,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/GetSupportedCurrencies,1661144536499743280,1661144536601710482,101967
06c1def0e0462b1b3d67949f2e2a8d80,b803f5fa8bc1368b,0bd9a76dc0811f23,frontend-579b9bff58-t2dbm,hipstershop.CartService/GetCart,1661144536601726393,1661144536607293590,5567
